Organization Name,Founded Date,Headquarters Location,Industries,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,LinkedIn Followers,Twitter Followers,Instagram Followers,Linkedin Followers
Swap Kiwi,2021,"Munich, Bayern, Germany","Blockchain, Cryptocurrency, Financial Services,,",—,1,—,Pre-Seed,"Oct 10, 2021",—,1,—,Swap Kiwi is an NFT swapping platform that aims to make NFT exchanges simpler.,Blockchain,Swap Kiwi Blockchain startup website,,,,
Ecola Climo,Apr 2020,"Berlin, Berlin, Germany","Apps, Information Technology,",1-10,1,—,Pre-Seed,"Jun 1, 2020",—,—,—,With Ecola you can subscribe to climate action and start generating impact straight away.,Apps,Ecola Climo Apps startup website,,,,
nextx,2021,"Heidelberg, Baden-Wurttemberg,","Artificial Intelligence (AI), Career Planning,,",11-50,1,—,Pre-Seed,"Nov 2, 2022",—,1,—,Real career orientation and sustainable recruiting,Artificial Intelligence (AI),nextx Artificial Intelligence (AI) startup website,,,293,1000.0
Civical,"Nov 27, 2020","Moabit, Berlin, Germany","Data Integration, Data Visualization,,,,,,",1-10,1,—,Pre-Seed,"Feb 7, 2021",—,2,—,Civical is SaaS market leader in Germany for politics and non-profit,Data Integration,Civical Data Integration startup website,,"8,828",,12000.0
DataPulse Research,Sep 2023,"Berlin, Berlin, Germany","Data Visualization, Digital Media",1-10,1,—,Pre-Seed,"Jun 23, 2024",—,2,—,DataPulse Research is an independent research institute that publishes data driven studies and infographics.,Data Visualization,DataPulse Research Data Visualization startup website,,,37,62.0
klaep,"Jun 2, 2021","Freiburg, Baden-Wurttemberg,","Android, Information Technology,,,,,,,,",1-10,1,—,Pre-Seed,"Jul 1, 2021",—,2,—,Mobile Music Collaboration App,Android,klaep Android startup website,,,998,5000.0
CLUP.life GmbH,"May 9, 2022","Berlin, Berlin, Germany","Information Technology, Internet,,",1-10,1,—,Pre-Seed,"Oct 1, 2022",—,—,1,"CLUP.life is a social network for community clubs, associations and its members and makes messenger services interoperable",Information Technology,CLUP.life GmbH Information Technology startup website,,34,1,451.0
propertunity.ai,"Oct 4, 2021","Frankfurt, Hessen, Germany",Artificial Intelligence (AI),1-10,1,—,Pre-Seed,"Oct 14, 2021",—,1,—,The world's first tool for automated property search for real estate development based on artificial intelligence,Artificial Intelligence (AI),propertunity.ai Artificial Intelligence (AI) startup website,,,,
oestreicher,"Oct 18, 2021","Heidenheim, Baden-Wurttemberg,","Artificial Intelligence (AI), EdTech,,",1-10,1,—,Pre-Seed,"Nov 1, 2021",—,—,—,EdTech Services for Children,Artificial Intelligence (AI),oestreicher Artificial Intelligence (AI) startup website,,,,
Hidden Smiles,"Aug 2, 2022","Berlin, Berlin, Germany","Enterprise Software, Human Resources,,",1-10,1,—,Pre-Seed,"Oct 20, 2022",—,1,—,"Hidden Smiles is a SaaS solution that helps individuals feel valued and appreciated for their work, regardless of where they do it.",Enterprise Software,Hidden Smiles Enterprise Software startup website,,,,
Alethea,2021,"Düsseldorf, Nordrhein-Westfalen,",Software,1-10,1,—,Pre-Seed,"Jan 11, 2021",—,1,4,Workflow software for the corporate finance industry,Software,Alethea Software startup website,,79.3K,,
Coinformation,2021,"Düsseldorf, Nordrhein-Westfalen,","Financial Services, Information Technology,,",1-10,1,—,Pre-Seed,"Oct 12, 2021",—,—,—,Coinformation brings transparency into the crypto world to help its customers make better investment decisions.,Financial Services,Coinformation Financial Services startup website,,,,
Value Cloud,"Oct 25, 2021","Kaiserslautern, Rheinland-Pfalz,","Artificial Intelligence (AI), Cloud Management,,",1-10,1,—,Pre-Seed,"Oct 25, 2021",—,1,—,We stand for holistic value creation with open source cloud and AI technology.,Artificial Intelligence (AI),Value Cloud Artificial Intelligence (AI) startup website,,,,366.0
Clustered,May 2021,"Berlin, Berlin, Germany","Business Development, Communities,,",1-10,1,—,Pre-Seed,"Nov 20, 2021",—,—,—,We're making learning social.,Business Development,Clustered Business Development startup website,,"3,810","2,208",2000.0
Hatchmate UG (haftungsbeschränkt),"Oct 13, 2020","Villingen-schwenningen, Baden-Wurttemberg,","Apps, Software",1-10,1,—,Pre-Seed,"Oct 13, 2020",—,—,—,Social Video Networking App,Apps,Hatchmate UG (haftungsbeschränkt) Apps startup website,,,,
Jungle Program,2020,"Berlin, Berlin, Germany","Corporate Training, Education,,",1-10,2,—,Pre-Seed,"Sep 1, 2021",—,1,—,Jungle Program helps guide developers through their technical challenges.,Corporate Training,Jungle Program Corporate Training startup website,,,,2000.0
Perkio,2021,"Berlin, Berlin, Germany",Software,1-10,1,—,Pre-Seed,"Dec 17, 2021",—,1,—,Perkio is a platform that helps companies and employees create and improve wellbeing while keeping personal data anonymized.,Software,Perkio Software startup website,,,,
Vilosia,2022,"Halle, Sachsen-Anhalt, Germany","Generative AI, Information Technology,,",1-10,2,—,Pre-Seed,"Mar 10, 2024",—,—,—,Vilosia helps medium and large enterprises with internal development teams migrate legacy software systems.,Generative AI,Vilosia Generative AI startup website,,,,134.0
Retalos,2020,"Berlin, Berlin, Germany","Information Technology, Retail,",1-10,1,—,Pre-Seed,"Aug 1, 2021",—,—,—,The Next Step for Retail Technology,Information Technology,Retalos Information Technology startup website,,,,
valideffect,2020,"Aachen, Nordrhein-Westfalen,","Industrial, Information Technology,,,,",1-10,1,—,Pre-Seed,"Jul 1, 2020",—,1,—,valideffect: SaaS platform for the digital assurance of personal industrial qualifications,Industrial,valideffect Industrial startup website,,,,
